Description,GSM1059640,GSM1059641,GSM1059642,GSM1059643,GSM1059644,GSM1059645,GSM1059646,GSM1059647,GSM1059648,GSM1059649,GSM1059650,GSM1059651,GSM1059652,GSM1059653,GSM1059654,ID
xanthine dehydrogenase,1.944149724,2.077064963,2.071244116,1.950455974,1.942559159,1.955383107,1.904264338,1.893977484,1.950455974,1.950455974,1.815012004,1.94871043,2.016618951,2.011639926,1.913054871,7498_at
Xg blood group,7.552969408,7.569458872,7.909441873,7.787999843,7.832622065,7.166692607,6.579823509,7.735258299,6.683310595,8.593734628,8.196102404,7.993595078,7.073357116,7.733858498,7.647717506,7499_at
X-linked Kx blood group (McLeod syndrome),2.154458545,2.335710322,2.251399088,2.157736927,1.821558286,1.533975561,6.086268015,1.818787343,1.855281976,2.323151736,2.414349697,1.763975097,2.074974213,2.834129972,2.154458545,7504_at
"xeroderma pigmentosum, complementation group A",7.464405609,7.121294371,7.388420579,7.025492474,7.189924733,7.281921184,7.066141431,7.217711423,7.363936903,7.795895656,7.344666875,7.974789126,7.249524725,7.338042975,7.424412221,7507_at
"xeroderma pigmentosum, complementation group C",6.636517857,6.571219473,6.80736541,6.402614245,6.687766914,6.770150189,7.373144977,6.661695482,5.775981596,6.855453552,6.687766914,6.19552888,6.995864277,6.687766914,6.775784411,7508_at
chromosome 16 open reading frame 3,1.678747261,1.666318334,1.859845182,1.734101761,1.859845182,2.077798001,1.955744855,1.942131912,1.945204099,2.162419321,1.621156399,2.245331397,2.373136959,1.813806817,1.793049531,750_at
"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble",8.281477537,7.788798398,7.946523635,8.031915734,8.125220535,7.954479007,7.316897437,7.892131355,8.255739539,7.936291332,7.99590444,7.926140992,7.812922494,7.927853822,7.946523635,7511_at
"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",2.933458529,2.849243044,2.527259231,2.525165234,2.594955258,2.594955258,3.374001727,2.785517187,2.408053697,2.241443477,2.461430282,2.478280434,2.727209079,2.718635078,2.594955258,7512_at
"exportin 1 (CRM1 homolog, yeast)",10.55026237,10.43893646,10.25370582,10.50854136,10.31129683,10.45331895,10.50198345,10.47083631,9.865978527,9.927818325,10.35856123,9.876449183,10.02573174,10.45003908,10.23117639,7514_at
X-ray repair complementing defective repair in Chinese hamster cells 1,4.611189941,4.709551691,3.970385683,4.816603705,4.916740668,4.498589675,4.854218803,4.305772978,4.238249931,4.85260163,4.460982398,5.229439326,5.529399717,4.833463673,4.668985119,7515_at
X-ray repair complementing defective repair in Chinese hamster cells 2,4.272064758,4.077033309,3.829841007,4.504786797,4.398265387,4.399490522,3.965975387,4.347004642,4.354854732,5.579507718,4.722742287,4.623214127,4.53722735,4.589006826,4.445339651,7516_at
X-ray repair complementing defective repair in Chinese hamster cells 3,2.221730135,2.673138557,2.481293857,2.352450612,2.289950014,2.361587491,2.352450612,2.352450612,2.67305019,2.352450612,2.264857166,2.097813742,2.315497415,2.203128665,2.469578737,7517_at
X-ray repair complementing defective repair in Chinese hamster cells 4,4.850596069,4.70402358,5.020785993,4.500907912,4.651150268,4.63658762,4.980378901,4.579044592,5.422595394,5.711628141,4.616572383,5.360170325,4.223018582,5.417211371,4.570246119,7518_at
X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining),8.641616605,8.241035186,8.297792745,8.146227623,8.247050633,8.146227623,8.567167068,8.146227623,7.357013701,7.332126934,8.138782025,7.629755861,7.887913294,7.997920443,8.246284756,7520_at
v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1,9.377141162,9.344925374,9.36579747,8.684033646,9.182255619,9.302427988,8.886251183,9.280385045,7.929940803,8.487544706,9.276220926,8.409631391,8.341048427,9.422941028,9.395662945,7525_at
YY1 transcription factor,10.20031839,10.13783403,10.06873721,10.22058055,10.31798565,10.14367269,10.23067124,10.1105839,9.836650309,9.742497126,10.01984253,9.804436789,10.41630312,10.0540112,10.15655254,7528_at
"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",11.07380561,11.22318328,11.27487269,11.01700374,11.04398821,11.06727894,11.34182899,10.92349067,10.31076814,10.16993468,10.93736258,10.42690353,10.72906885,11.17807277,11.03698266,7529_at
formin-like 1,2.906493826,3.282076996,2.837531174,3.076936084,2.852308914,2.927124843,3.975142937,3.028678192,2.39536298,2.689412574,2.78741837,2.534748329,3.087688306,3.02776211,2.893032239,752_at
"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",12.93183719,12.93673815,12.9948963,12.78049471,12.75929579,12.79884473,12.44513328,12.86980847,12.39994121,11.99736059,12.92736099,12.23693321,12.40586903,12.71797106,12.91614266,7532_at
"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",9.035289317,8.584028258,8.650614905,8.783666129,8.454801152,8.669877674,9.515572817,8.796463789,9.055187988,7.698407636,8.91994463,8.994212355,7.675057952,9.253668902,8.92383656,7533_at
"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",11.18789096,10.96649515,10.86958056,10.91801557,11.03270237,10.90490262,11.14559254,10.93009857,10.65008979,10.08302904,10.77669225,10.27797463,10.59391824,10.94549136,10.92239018,7534_at
zeta-chain (TCR) associated protein kinase 70kDa,2.125578835,2.61919733,2.4719841,2.720447586,2.326255158,2.397561725,3.135736989,2.283967627,2.272781319,2.397922046,1.897839653,2.067508718,2.139087039,2.517667022,2.065120413,7535_at
splicing factor 1,8.475848575,8.315317581,8.519343675,8.513814041,8.774851517,8.657018373,8.656872919,8.607730408,7.598101175,8.329339118,8.378574922,7.930388114,8.775558934,8.410359767,8.559335346,7536_at
"zinc finger protein 36, C3H type, homolog (mouse)",5.846703747,6.190145926,6.045696098,5.660410634,7.242452294,5.832135833,7.308454733,5.947533792,5.816095297,6.22816971,5.743197759,6.094647279,6.749975328,6.019356283,5.992525904,7538_at
zinc finger protein 37 homolog (mouse),2.753951859,2.154301863,1.962102115,2.40133326,2.11387013,2.288147632,2.339974263,2.396217039,2.052282955,2.487616527,2.313235445,2.602887508,2.125992203,1.936875372,2.48268454,7539_at
chromosome 18 open reading frame 1,3.945112265,3.758585454,4.429779286,4.249494476,4.618699846,4.24375829,4.163771544,4.28194934,4.101166961,3.705314901,4.375589099,4.590037446,3.619143919,3.772358609,4.687228707,753_at
zinc finger protein 161 homolog (mouse),4.533801338,4.701714561,4.834315382,4.893858522,4.674273735,4.731777161,4.623085507,4.797217822,4.492088595,4.519873531,4.88419111,4.784714312,4.731777161,4.518891952,4.863031824,7541_at
zinc finger protein-like 1,2.770037802,2.94948158,2.680091727,2.965446614,2.972750108,2.907128424,2.594846558,2.894660159,2.821752076,2.727664588,2.838213207,3.046774149,2.775450888,2.935487549,2.839938983,7542_at
"zinc finger protein, X-linked",5.950671396,5.55775377,5.845820248,5.073677114,5.899767418,5.496515501,5.583278479,5.772340747,5.063248386,5.449943948,5.459760905,5.297503965,5.160135293,5.484010615,5.603535227,7543_at
"zinc finger protein, Y-linked",2.001964375,2.122972849,1.987819669,2.196493796,2.251350346,2.055728463,2.122972849,2.137666984,2.287765773,2.733054846,2.011434507,2.580536751,2.170813494,2.221745846,2.02833417,7544_at
"Zic family member 1 (odd-paired homolog, Drosophila)",1.630916711,1.613642349,1.99302872,1.361210856,1.443282657,1.672805008,1.365724585,1.816776666,1.630916711,1.628828128,2.015148336,1.915212714,1.630916711,1.531084553,1.608874436,7545_at
"Zic family member 2 (odd-paired homolog, Drosophila)",1.363930988,1.714329086,1.668698853,1.523127202,1.808453152,1.567178611,1.754328332,1.714329086,1.737166991,1.816903386,1.731586155,1.640200196,1.828406161,1.637750456,1.790987942,7546_at
"Zic family member 3 (odd-paired homolog, Drosophila)",1.669308114,1.931877708,1.588425079,1.462306531,2.130814934,1.443650389,2.210914552,1.588385933,2.051514453,1.947969937,1.70117138,1.96171227,1.946980606,1.674144496,1.787751827,7547_at
zinc finger protein 2,3.582926294,3.318408906,3.39322021,3.477496802,3.355222905,4.049780891,3.52414285,3.313762711,3.041212655,3.285865488,3.742411186,4.026282717,4.307836027,3.533072452,3.475995135,7549_at
pituitary tumor-transforming 1 interacting protein,10.41887727,9.920959787,10.16509443,10.44883688,10.16133239,10.38567097,10.21292588,10.24016593,9.734067749,9.882593842,10.32462331,10.302829,10.24170148,10.42979514,10.26284818,754_at
zinc finger protein 3,5.702707196,6.215973351,6.258447427,5.557948796,6.030139804,6.279090123,5.69536662,5.948588077,5.069632605,5.978995358,6.14821155,5.539749391,6.077782943,6.04850556,6.258934936,7551_at
zinc finger protein 711,3.454058734,3.91152969,3.78360321,3.29158305,3.454058734,4.02363067,3.06690021,3.755743412,2.324155849,3.040092478,3.05815931,3.05778143,3.454058734,3.488679307,4.171428236,7552_at
zinc finger protein 7,6.295168362,5.989784021,6.44174741,6.192724251,6.457341123,6.44744656,6.370823914,6.065026706,5.796226693,6.173968286,6.164274584,6.360838626,5.769382857,6.080149923,6.506342001,7553_at
zinc finger protein 8,3.620198776,3.291719743,3.831202681,3.474980978,3.362779611,3.451045156,3.944799688,3.360032412,2.876644234,2.877041991,3.608138124,2.982958146,3.236697532,3.868983851,2.960684408,7554_at
"CCHC-type zinc finger, nucleic acid binding protein",6.073945628,6.173551761,6.315011432,6.194428628,6.910021071,6.473249774,5.619109789,6.135228879,5.842931137,5.756106634,6.495510447,5.362359191,6.716327451,6.212810178,6.461958186,7555_at
zinc finger protein 10,3.16975001,3.115310185,2.926854803,2.473472154,2.770666569,2.762573793,2.941296985,3.101039424,2.40108712,2.496048748,2.792860563,2.772624675,2.497805544,2.646332005,3.246182347,7556_at
zinc finger protein 12,7.478534933,7.658130564,7.600439799,6.913477451,7.585616173,7.493830572,7.518764843,7.384600489,6.652682709,6.800228016,7.276934638,5.94729992,6.426478861,7.20056372,7.462323805,7559_at
chromosome 21 open reading frame 2,3.398615389,3.315750827,3.568903715,3.472909436,4.095497151,3.41404483,3.162841797,3.411183058,4.187586097,3.496475807,3.624746743,3.527251013,3.981924227,3.503229497,3.132204144,755_at
zinc finger protein 14,4.182638748,4.369564687,4.238673753,4.512271224,4.064251841,4.172421949,4.119765167,4.227094278,3.435154335,3.978043003,3.939141904,3.935705668,3.97266729,3.475988082,3.981641103,7561_at
zinc finger protein 708,3.84343655,4.059227908,4.102882264,3.503999647,4.359824432,4.224473524,5.975091795,4.156998131,3.802147005,4.102882264,4.714970372,5.067654028,3.427629727,4.344456203,4.15806449,7562_at
zinc finger protein 16,3.3171603,3.631451193,3.35032955,3.249094449,4.220219191,3.840032074,3.367094557,3.516804845,3.307490058,3.661300009,3.576817213,3.177495332,3.871284692,3.421620576,3.244857457,7564_at
zinc finger protein 17,3.485525158,3.033569254,3.093999455,3.234512646,2.754378054,3.093999455,2.978437146,3.093999455,3.181772862,2.771635701,3.269048063,3.043981867,3.063119562,2.875281711,3.149334938,7565_at
zinc finger protein 18,4.725685025,4.476414402,4.915427433,4.585998546,4.833946839,4.647128576,4.859094262,4.262396999,4.404155163,4.940802108,4.982119247,4.759369699,4.725685025,4.801194669,4.556618745,7566_at
zinc finger protein 19,2.004806435,2.2160585,2.376411251,2.429095288,2.450873622,2.376411251,1.973431649,2.349785154,2.249414643,2.638588992,2.293834439,3.233198122,2.471441645,2.257405829,2.324024068,7567_at
zinc finger protein 20,3.494213856,3.479769017,3.539770441,3.179217144,3.415403526,3.653331798,3.522816668,3.419040731,3.205805193,4.331709153,3.345721773,3.747288757,3.136015211,3.33196529,3.575609257,7568_at
zinc finger protein 182,3.830475247,4.228462096,3.860902647,4.184407975,3.978037355,3.573755249,3.844222208,3.993351624,3.165775567,3.678779012,4.259373609,3.50887907,3.241289339,3.437656794,4.122334199,7569_at
zinc finger protein 22 (KOX 15),8.141101835,8.141101835,8.152924487,7.773383224,8.439753589,8.141101835,8.536897954,8.12588903,8.04055409,8.12376801,8.040634227,8.291682459,8.373980679,7.680162247,8.077074395,7570_at
zinc finger protein 23 (KOX 16),5.798598413,5.925838333,6.329330052,5.571113162,6.279311802,5.710937166,5.847889176,6.180082851,5.417375343,4.725031332,6.319560538,4.958670419,3.815538962,5.86246947,6.153809444,7571_at
zinc finger protein 24,4.830015097,5.064830588,4.875470057,4.675416091,4.981824997,4.96547778,5.096976106,5.029658685,4.596020431,4.766311367,4.912532273,4.722288757,4.835263834,4.920053368,5.038101873,7572_at
zinc finger protein 26,3.998171279,3.238607819,2.959321769,2.780040056,3.016813224,3.338423131,3.56637196,3.344630383,3.474795184,2.943206763,3.113000081,2.585124681,2.750771662,2.979876547,3.171574216,7574_at
zinc finger protein 28,2.310271339,2.260520371,2.33530148,2.455281517,2.024023265,2.064663192,2.086729757,2.014300128,2.524396827,2.16097406,2.2491274,2.471775795,2.310977602,2.514609144,2.933718598,7576_at
zinc finger and SCAN domain containing 20,2.146319323,2.079439077,2.572904026,2.403368001,2.246044906,1.926476749,2.145932632,2.235319203,2.622968759,2.126144004,2.129838849,2.17049528,2.4446317,1.925648605,2.17049528,7579_at
transmembrane protein 50B,9.035663317,9.12221055,9.367942668,9.151966266,9.42165631,9.48241884,9.012998205,9.044302954,9.279211349,9.333609627,8.978298365,9.028183274,9.44821262,8.879048671,9.285060108,757_at
zinc finger protein 32,7.136747195,7.27343849,7.325361462,7.342767631,7.551624725,7.229304103,6.765699436,7.207324927,7.952386556,8.158661807,7.337868558,8.122760551,7.206051678,6.959912868,7.325361462,7580_at
zinc finger protein 33A,5.619513884,5.884804679,5.324131739,4.526567182,5.057848482,5.380918912,5.607802234,5.435529367,3.655431546,4.598432212,5.148751206,4.538607677,3.746968247,4.857552809,5.532205794,7581_at
zinc finger protein 33B,3.199979315,4.00707759,3.716235186,3.032291816,3.081591544,3.591742782,3.756728012,3.148455707,4.600490938,4.69131322,3.71290783,3.237875971,2.668791496,3.700203174,3.159217052,7582_at
zinc finger protein 35,3.40640116,3.292394518,3.27765079,3.224851995,3.427943531,3.266729802,3.04519042,3.367108066,3.608865772,3.561948121,3.107268049,3.797528088,3.576039701,3.366124136,3.416617709,7584_at
zinc finger with KRAB and SCAN domains 1,7.379464091,7.789925851,7.796381304,7.837318735,8.133384765,7.943709667,7.764506252,7.690236415,6.732348661,7.301528633,7.878034107,6.365816087,7.251593872,7.742471049,8.222545344,7586_at
zinc finger protein 37A,5.213776998,5.615409794,5.327765439,4.144833174,5.201530586,5.354324612,5.158849794,5.087793314,4.762321926,5.22348709,5.085009343,4.788825419,4.729693543,5.110924411,5.07670844,7587_at
zinc finger and SCAN domain containing 21,4.920202158,4.470275425,5.222677682,5.616549108,5.026033607,5.565379507,4.585617077,5.143030896,4.596674308,4.94508302,5.062538316,5.238937196,4.50490408,4.363740923,4.906463639,7589_at
metallophosphoesterase domain containing 1,1.633889761,1.563522419,1.464482287,1.871629774,1.7087197,1.731298087,1.614294875,1.892711149,1.72622519,2.106511268,1.738668521,1.552496693,1.773526764,1.542807576,1.485925585,758_at
zinc finger protein 41,2.774313085,2.693572281,3.288339852,2.695062195,2.77787113,3.255139586,2.778356355,2.751448239,3.652750319,2.452261554,2.828624971,2.950246333,3.228184308,2.926656842,2.997975181,7592_at
myeloid zinc finger 1,5.057384581,4.96630706,4.987467725,5.095692351,4.847899321,5.189735362,5.073674009,5.267888711,4.343125144,4.75201932,5.077430442,4.423960925,5.237416764,4.877803073,4.950069368,7593_at
zinc finger protein 43,4.499242593,3.973533408,3.720174977,3.394424059,4.007752772,3.801560455,3.484145253,4.151142207,3.710345865,3.094478687,4.428824137,3.021474723,3.188400939,3.840520755,4.216766245,7594_at
zinc finger protein 45,5.295207235,5.375689129,5.409170672,4.700616318,4.914460418,5.387525182,5.471534272,5.631264423,4.951020882,5.134981753,5.202558291,5.211294846,5.366119743,5.211294846,5.145820167,7596_at
zinc finger and BTB domain containing 25,3.157351846,3.488998086,3.205362227,3.288010221,3.085405081,3.203300792,3.499087489,2.999942949,3.309060725,3.033020442,3.300289284,3.263562035,2.914725747,2.802026553,3.234755636,7597_at
carbonic anhydrase II,4.699117345,4.717367091,4.848626866,4.174900144,3.378745407,3.732293164,7.217653285,3.751735811,6.008373252,3.797114177,3.265363116,3.925279128,3.357373897,5.23951521,3.103966546,760_at
"carbonic anhydrase III, muscle specific",6.213939056,7.624564929,5.146168704,6.571649349,7.089506824,7.770535123,5.984594885,4.41055532,7.236313628,8.901379487,3.169203943,5.682616485,10.4584303,4.357510424,5.173660532,761_at
zinc finger protein 69,4.170282994,4.649593174,4.318282328,3.79404671,4.170282994,4.811793048,3.430341954,4.669390298,3.604394132,3.480608706,3.978147169,3.907648762,4.202594707,4.079151837,4.416643263,7620_at
zinc finger protein 70,1.934720886,2.059098341,2.004966494,1.964139856,1.957386413,1.868267347,1.855097616,2.070615128,2.012935765,2.093089297,1.983549193,1.894766227,2.454618357,2.032692184,2.004224713,7621_at
zinc finger protein 74,2.876306444,2.911011321,2.513317239,2.736629144,3.251443524,2.947927426,2.898254444,3.016208293,2.879294907,2.961547179,2.907940024,3.242019144,2.948468449,3.031435796,3.034339592,7625_at
zinc finger protein 75D,4.073841807,4.148364911,3.329615188,4.303150052,3.292592279,3.612708554,3.872451532,3.846229054,3.369397904,2.669631572,3.622541284,2.921697232,3.236793066,3.612708554,3.77051477,7626_at
zinc finger protein 75a,5.639322182,5.448460273,5.371217096,4.901332864,5.924999647,5.190714953,5.606226963,5.371217096,4.868949524,5.182334474,5.540377674,5.000130759,4.613522878,5.000212131,5.245716134,7627_at
zinc finger protein 76,4.072234995,4.072234995,3.905264171,3.811675425,3.844700019,4.084530796,4.192938254,3.892173472,4.072234995,3.4368542,4.139600323,4.301731692,5.282847125,4.024162137,4.080032382,7629_at
carbonic anhydrase IV,4.721081584,6.3405756,6.609266903,6.766348742,6.807256397,7.23604211,6.049801266,6.46903629,5.296292756,5.587485789,7.053775322,6.164807077,7.528028718,5.86455588,6.64176104,762_at
zinc finger protein 79,2.498848057,2.463770764,2.57465795,2.471195533,2.47832736,2.670404806,2.632886739,2.484365687,2.47832736,2.194173498,2.525707652,2.469229956,2.044767885,3.062575943,2.53724013,7633_at
zinc finger protein 80,1.316520406,1.552257595,1.489173913,1.373420356,1.631734928,1.65045012,1.449736933,1.61923541,1.61923541,1.564627158,1.675076295,1.797394016,1.820687675,1.704416439,1.614751609,7634_at
zinc finger protein 84,5.933645399,5.663646086,5.503934635,5.387870416,5.936308436,5.674938584,5.770778098,6.089619074,5.257566612,5.499909008,5.663646086,5.536835352,5.397368617,5.503427999,5.842118227,7637_at
